"block_number","trial_number","trial_type","event_type","experiment_start_timestamp","block_start_timestamp","trial_start_timestamp","event_start_timestamp","video_display_request_timestamp","response_touch_timestamp","trial_offset","event_offset","response_time","response","response_accuracy"
"0","20","4","Response",".",".",".",".",".","1647915516917","28997",".","456","R","1"
"0","20","4","Feedback","1647915482083","1647915486962","1647915515959","1647915516919","1647915516919",".","28997","960",".",".","."
"0","21","5","Fixation","1647915482083","1647915486962","1647915517421","1647915517421","1647915517421",".","30459","0",".",".","."
"0","21","5","Stimulus","1647915482083","1647915486962","1647915517421","1647915517924","1647915517924",".","30459","503",".",".","."
"0","21","5","Response",".",".",".",".",".","1647915518438","30459",".","514","L","1"
"0","21","5","Feedback","1647915482083","1647915486962","1647915517421","1647915518439","1647915518439",".","30459","1018",".",".","."
"0","22","6","Fixation","1647915482083","1647915486962","1647915518942","1647915518942","1647915518942",".","31980","0",".",".","."
"0","22","6","Stimulus","1647915482083","1647915486962","1647915518942","1647915519444","1647915519444",".","31980","502",".",".","."
"0","22","6","Response",".",".",".",".",".","1647915519983","31980",".","539","R","1"
"0","22","6","Feedback","1647915482083","1647915486962","1647915518942","1647915519985","1647915519985",".","31980","1043",".",".","."
"0","23","3","Fixation","1647915482083","1647915486962","1647915520487","1647915520487","1647915520487",".","33525","0",".",".","."
"0","23","3","Stimulus","1647915482083","1647915486962","1647915520487","1647915520990","1647915520990",".","33525","503",".",".","."
"0","23","3","Response",".",".",".",".",".","1647915521478","33525",".","488","L","1"
"0","23","3","Feedback","1647915482083","1647915486962","1647915520487","1647915521480","1647915521480",".","33525","993",".",".","."
"0","24","1","Fixation","1647915482083","1647915486962","1647915521982","1647915521982","1647915521982",".","35020","0",".",".","."
"0","24","1","Stimulus","1647915482083","1647915486962","1647915521982","1647915522485","1647915522486",".","35020","503",".",".","."
"0","24","1","Response",".",".",".",".",".","1647915522975","35020",".","489","L","1"
"0","24","1","Feedback","1647915482083","1647915486962","1647915521982","1647915522975","1647915522975",".","35020","993",".",".","."
"0","25","3","Fixation","1647915482083","1647915486962","1647915523478","1647915523478","1647915523478",".","36516","0",".",".","."
"0","25","3","Stimulus","1647915482083","1647915486962","1647915523478","1647915523981","1647915523982",".","36516","503",".",".","."
"0","25","3","Response",".",".",".",".",".","1647915524838","36516",".","856","L","1"
"0","25","3","Feedback","1647915482083","1647915486962","1647915523478","1647915524838","1647915524838",".","36516","1360",".",".","."
"0","26","5","Fixation","1647915482083","1647915486962","1647915525340","1647915525340","1647915525340",".","38378","0",".",".","."
"0","26","5","Stimulus","1647915482083","1647915486962","1647915525340","1647915525843","1647915525843",".","38378","503",".",".","."
"0","26","5","Response",".",".",".",".",".","1647915526432","38378",".","589","L","1"
"0","26","5","Feedback","1647915482083","1647915486962","1647915525340","1647915526434","1647915526434",".","38378","1094",".",".","."
"0","27","6","Fixation","1647915482083","1647915486962","1647915526936","1647915526936","1647915526936",".","39974","0",".",".","."
"0","27","6","Stimulus","1647915482083","1647915486962","1647915526936","1647915527438","1647915527438",".","39974","502",".",".","."
"0","27","6","Response",".",".",".",".",".","1647915527919","39974",".","481","R","1"
"0","27","6","Feedback","1647915482083","1647915486962","1647915526936","1647915527921","1647915527921",".","39974","985",".",".","."
"0","28","2","Fixation","1647915482083","1647915486962","1647915528423","1647915528423","1647915528423",".","41461","0",".",".","."
"0","28","2","Stimulus","1647915482083","1647915486962","1647915528423","1647915528926","1647915528926",".","41461","503",".",".","."
"0","28","2","Response",".",".",".",".",".","1647915529439","41461",".","513","L","0"
"0","28","2","Feedback","1647915482083","1647915486962","1647915528423","1647915529441","1647915529441",".","41461","1018",".",".","."
"0","29","1","Fixation","1647915482083","1647915486962","1647915529944","1647915529944","1647915529944",".","42982","0",".",".","."
"0","29","1","Stimulus","1647915482083","1647915486962","1647915529944","1647915530447","1647915530447",".","42982","503",".",".","."
"0","29","1","Response",".",".",".",".",".","1647915530801","42982",".","354","R","0"
"0","29","1","Feedback","1647915482083","1647915486962","1647915529944","1647915530802","1647915530802",".","42982","858",".",".","."
"0","30","4","Fixation","1647915482083","1647915486962","1647915531305","1647915531305","1647915531305",".","44343","0",".",".","."
"0","30","4","Stimulus","1647915482083","1647915486962","1647915531305","1647915531809","1647915531809",".","44343","504",".",".","."
"0","30","4","Response",".",".",".",".",".","1647915532396","44343",".","587","R","1"
"0","30","4","Feedback","1647915482083","1647915486962","1647915531305","1647915532398","1647915532398",".","44343","1093",".",".","."
